Resume_ID,Name,Skills,Experience_Years,Education,Certifications,Job_Role,Salary_Expectation,Projects_Count,Recruiter_Decision
243,Candidate_243,"Machine Learning, Python, C++, Deep Learning",3,M.Sc,AWS Certified,ML Engineer,114665,9,1
244,Candidate_244,"C++, Data Analysis, Power BI, Deep Learning",1,B.Tech,TensorFlow Certificate,Data Analyst,57355,11,1
245,Candidate_245,"Python, Deep Learning, SQL",4,MBA,AWS Certified,ML Engineer,34835,8,1
246,Candidate_246,"SQL, Power BI, C++, Java",10,M.Tech,TensorFlow Certificate,Cloud Engineer,68088,5,1
247,Candidate_247,"SQL, Machine Learning",0,M.Sc,AWS Certified,Data Analyst,87043,4,0
248,Candidate_248,"Deep Learning, Python, Machine Learning",2,M.Tech,AWS Certified,Data Analyst,75445,12,1
249,Candidate_249,"Power BI, SQL, Deep Learning, C++",1,B.Tech,TensorFlow Certificate,ML Engineer,79407,2,0
250,Candidate_250,"C++, AWS",4,B.Sc,AWS Certified,Software Engineer,105672,14,1
251,Candidate_251,"C++, Deep Learning, Machine Learning, Cloud Computing, Power BI",1,M.Tech,TensorFlow Certificate,Data Scientist,114791,9,1
252,Candidate_252,"Cloud Computing, Deep Learning, AWS, Data Analysis, SQL",1,M.Tech,None,Software Engineer,67892,10,0
253,Candidate_253,"Java, C++, Machine Learning, Power BI",6,MBA,TensorFlow Certificate,Data Analyst,91813,7,1
254,Candidate_254,"Deep Learning, Machine Learning",0,M.Sc,Microsoft Azure,Software Engineer,38415,1,0
255,Candidate_255,"Deep Learning, C++, Data Analysis, AWS",0,MBA,None,Data Scientist,92292,10,0
256,Candidate_256,"AWS, Cloud Computing, Data Analysis, Deep Learning",9,M.Tech,Microsoft Azure,ML Engineer,92680,14,1
257,Candidate_257,"Power BI, C++, Java, AWS",5,B.Tech,None,ML Engineer,102474,10,1
258,Candidate_258,"Cloud Computing, Java, Python, Machine Learning, Data Analysis",0,B.Sc,TensorFlow Certificate,Cloud Engineer,50384,12,1
259,Candidate_259,"Power BI, Data Analysis",1,M.Tech,None,Data Scientist,38702,8,0
260,Candidate_260,"Machine Learning, AWS",0,M.Sc,Google Data Analytics,Data Scientist,70943,4,0
261,Candidate_261,"Cloud Computing, Power BI, C++",6,B.Tech,None,Software Engineer,42763,5,1
262,Candidate_262,"AWS, Machine Learning, Deep Learning",0,B.Sc,TensorFlow Certificate,Data Analyst,39860,4,0
263,Candidate_263,"Power BI, SQL, C++, Java",5,M.Tech,AWS Certified,ML Engineer,80612,2,1
264,Candidate_264,"Machine Learning, Data Analysis",6,MBA,TensorFlow Certificate,Software Engineer,99172,4,1
265,Candidate_265,"Data Analysis, Cloud Computing, SQL, Java",4,MBA,AWS Certified,Cloud Engineer,62201,9,1
266,Candidate_266,"Power BI, Deep Learning, Python, C++, Data Analysis",2,B.Tech,Microsoft Azure,Data Scientist,86397,0,1
267,Candidate_267,"C++, AWS, Python, Java",8,M.Tech,Google Data Analytics,ML Engineer,64816,13,1
268,Candidate_268,"AWS, SQL, Data Analysis, Python",2,MBA,None,Software Engineer,47100,12,1
269,Candidate_269,"C++, Deep Learning, SQL, Data Analysis, Java",3,MBA,None,Cloud Engineer,100080,13,1
270,Candidate_270,"Machine Learning, Cloud Computing, Python",0,M.Tech,Google Data Analytics,Software Engineer,66187,7,1
271,Candidate_271,"SQL, Deep Learning, C++",7,M.Tech,Microsoft Azure,Data Scientist,44489,6,1
272,Candidate_272,"Data Analysis, C++, Cloud Computing, Python, Power BI",9,MBA,Google Data Analytics,Data Scientist,91877,1,1
273,Candidate_273,"C++, Machine Learning, Power BI",5,M.Sc,Google Data Analytics,ML Engineer,62049,2,1
274,Candidate_274,"Java, Python",0,B.Sc,TensorFlow Certificate,ML Engineer,103963,5,1
275,Candidate_275,"Python, Data Analysis, Java, AWS",4,B.Tech,None,Software Engineer,54285,13,1
276,Candidate_276,"Java, SQL, Deep Learning",10,M.Sc,Google Data Analytics,ML Engineer,118464,8,1
277,Candidate_277,"AWS, Data Analysis, Power BI, C++, Deep Learning",6,M.Tech,Microsoft Azure,Data Scientist,31252,14,1
278,Candidate_278,"AWS, C++, Cloud Computing, Power BI, Machine Learning",4,MBA,AWS Certified,Data Scientist,67441,13,1
279,Candidate_279,"AWS, Java",10,B.Tech,TensorFlow Certificate,Data Analyst,89494,2,1
280,Candidate_280,"SQL, AWS, Data Analysis",5,MBA,None,Software Engineer,36949,11,1
281,Candidate_281,"Python, Java",1,B.Tech,Microsoft Azure,Software Engineer,103553,1,1
282,Candidate_282,"SQL, Power BI, Python, C++",10,B.Sc,TensorFlow Certificate,Data Scientist,91886,2,1
283,Candidate_283,"Cloud Computing, Deep Learning, Java, Python, Data Analysis",1,B.Sc,None,Data Scientist,83413,3,0
284,Candidate_284,"AWS, Cloud Computing, Python, Power BI, Machine Learning",0,M.Sc,Google Data Analytics,Software Engineer,72318,7,1
285,Candidate_285,"Deep Learning, SQL",6,M.Tech,Microsoft Azure,ML Engineer,73088,9,1
286,Candidate_286,"SQL, Cloud Computing, AWS, Data Analysis, Machine Learning",4,M.Tech,None,Data Scientist,69811,12,1
287,Candidate_287,"Java, Data Analysis, Python, Machine Learning",9,B.Sc,TensorFlow Certificate,Software Engineer,115392,7,1
288,Candidate_288,"Python, AWS, Deep Learning",9,B.Sc,AWS Certified,Data Analyst,49963,0,1
289,Candidate_289,"Deep Learning, Java",3,M.Sc,TensorFlow Certificate,ML Engineer,103477,7,1
290,Candidate_290,"SQL, Data Analysis, Java, C++, Machine Learning",4,B.Sc,Google Data Analytics,Data Scientist,99836,1,1
291,Candidate_291,"Deep Learning, Python, Java, SQL, Machine Learning",10,M.Sc,AWS Certified,Data Scientist,42015,10,1
292,Candidate_292,"Cloud Computing, Power BI, SQL, Machine Learning, Deep Learning",10,B.Tech,Google Data Analytics,Data Scientist,36254,2,1
293,Candidate_293,"Machine Learning, Java",8,MBA,Google Data Analytics,Data Analyst,110719,6,1
294,Candidate_294,"Data Analysis, AWS",10,MBA,TensorFlow Certificate,ML Engineer,52415,5,1
295,Candidate_295,"Machine Learning, Java, Python, Deep Learning",7,M.Sc,None,Software Engineer,71240,3,1
296,Candidate_296,"Deep Learning, C++, Python, Cloud Computing",2,M.Tech,AWS Certified,Cloud Engineer,63434,2,1
297,Candidate_297,"Machine Learning, Python, Data Analysis",1,B.Sc,AWS Certified,Data Scientist,41314,12,1
298,Candidate_298,"Power BI, C++, SQL, Cloud Computing",2,B.Sc,Microsoft Azure,Cloud Engineer,117044,4,0
299,Candidate_299,"Machine Learning, Java, Python, Deep Learning",1,B.Tech,AWS Certified,Software Engineer,66668,11,1
300,Candidate_300,"C++, Cloud Computing, AWS",5,B.Sc,AWS Certified,ML Engineer,69749,4,1
301,Candidate_301,"Cloud Computing, Power BI, Machine Learning, Java, Deep Learning",0,MBA,Microsoft Azure,ML Engineer,46907,4,0
302,Candidate_302,"Deep Learning, Machine Learning, Power BI",9,M.Sc,Google Data Analytics,ML Engineer,81745,13,1
303,Candidate_303,"AWS, Deep Learning, C++, SQL, Data Analysis",0,MBA,Microsoft Azure,Cloud Engineer,111818,13,1
304,Candidate_304,"Data Analysis, Java, AWS, Deep Learning",8,M.Tech,TensorFlow Certificate,Software Engineer,40488,9,1
305,Candidate_305,"Java, AWS, Deep Learning, Machine Learning, Cloud Computing",8,B.Sc,TensorFlow Certificate,Data Scientist,40478,5,1
306,Candidate_306,"Python, Data Analysis, C++, Machine Learning, Deep Learning",7,MBA,AWS Certified,Software Engineer,49262,13,1
307,Candidate_307,"Python, C++, Deep Learning, Data Analysis",0,M.Sc,None,Cloud Engineer,94291,9,1
308,Candidate_308,"SQL, Cloud Computing, Data Analysis, AWS, Deep Learning",0,M.Sc,None,Cloud Engineer,109714,7,0
309,Candidate_309,"Power BI, Data Analysis, Machine Learning",3,B.Sc,AWS Certified,Software Engineer,30302,14,1
310,Candidate_310,"Cloud Computing, Machine Learning",7,B.Sc,Google Data Analytics,Cloud Engineer,38717,5,1
311,Candidate_311,"AWS, Python",9,B.Tech,Google Data Analytics,Data Scientist,103686,11,1
312,Candidate_312,"Python, Power BI",7,B.Tech,None,ML Engineer,46748,1,1
313,Candidate_313,"AWS, Deep Learning",9,M.Tech,Microsoft Azure,Data Analyst,45034,13,1
314,Candidate_314,"Python, Java, Machine Learning, Data Analysis",7,B.Sc,AWS Certified,Data Analyst,35126,2,1
315,Candidate_315,"Cloud Computing, AWS, SQL",2,B.Tech,None,Software Engineer,112838,14,0
316,Candidate_316,"SQL, Machine Learning",10,B.Sc,AWS Certified,Data Analyst,97067,14,1
317,Candidate_317,"Power BI, SQL, Python",1,B.Sc,TensorFlow Certificate,Data Analyst,118869,9,1
318,Candidate_318,"Java, SQL, Python",2,B.Sc,Google Data Analytics,Data Analyst,65854,2,1
319,Candidate_319,"Java, Deep Learning, Power BI",8,MBA,Google Data Analytics,Cloud Engineer,40267,6,1
320,Candidate_320,"Deep Learning, Machine Learning, AWS, Power BI",9,MBA,AWS Certified,ML Engineer,80448,6,1
321,Candidate_321,"C++, Power BI, Data Analysis, AWS, Java",6,M.Tech,None,Data Scientist,86793,5,1
322,Candidate_322,"Java, Data Analysis, Power BI, SQL, Cloud Computing",8,M.Sc,TensorFlow Certificate,ML Engineer,33596,0,1
323,Candidate_323,"Cloud Computing, Data Analysis, Deep Learning, Python, C++",3,B.Tech,Microsoft Azure,Data Analyst,37561,8,1
324,Candidate_324,"Deep Learning, Cloud Computing, Power BI, Machine Learning",2,M.Sc,Google Data Analytics,ML Engineer,56734,8,1
325,Candidate_325,"Python, Java",3,M.Sc,None,ML Engineer,56069,14,1
326,Candidate_326,"Data Analysis, Power BI, SQL, Java, AWS",1,M.Sc,Microsoft Azure,Data Analyst,103479,14,1
327,Candidate_327,"Python, Data Analysis, Deep Learning, Power BI, Machine Learning",7,B.Sc,TensorFlow Certificate,Data Scientist,53275,0,1
328,Candidate_328,"Cloud Computing, C++, AWS",2,MBA,Google Data Analytics,Software Engineer,90004,9,1
329,Candidate_329,"Machine Learning, Data Analysis, C++, SQL, Deep Learning",5,M.Tech,Microsoft Azure,Data Analyst,84553,3,1
330,Candidate_330,"Data Analysis, Python, Cloud Computing",1,B.Sc,Microsoft Azure,Data Scientist,105703,10,1
331,Candidate_331,"Power BI, Cloud Computing",10,M.Tech,Microsoft Azure,Data Scientist,33812,12,1
332,Candidate_332,"Power BI, SQL, AWS, C++",8,B.Sc,None,Software Engineer,57285,0,0
333,Candidate_333,"Deep Learning, Power BI, Java, Python",4,B.Sc,Microsoft Azure,Software Engineer,31605,5,1
334,Candidate_334,"C++, Python, Data Analysis, AWS",6,B.Sc,TensorFlow Certificate,ML Engineer,107149,3,1
335,Candidate_335,"Deep Learning, Python, Data Analysis, Java",10,B.Tech,Google Data Analytics,Software Engineer,106125,13,1
336,Candidate_336,"Power BI, Data Analysis, Deep Learning",7,B.Sc,AWS Certified,Data Analyst,43046,6,1
337,Candidate_337,"Data Analysis, SQL, Deep Learning",2,B.Sc,None,ML Engineer,34324,2,0
338,Candidate_338,"Machine Learning, Python, Java, Power BI",3,B.Tech,Google Data Analytics,Data Scientist,68110,7,1
339,Candidate_339,"Data Analysis, Python, AWS, Machine Learning, Power BI",5,MBA,AWS Certified,Software Engineer,71427,1,1
340,Candidate_340,"Data Analysis, Power BI, C++",10,M.Tech,TensorFlow Certificate,Data Analyst,117886,3,1
341,Candidate_341,"Data Analysis, Deep Learning, AWS, Power BI, C++",5,MBA,Google Data Analytics,ML Engineer,114471,5,1
342,Candidate_342,"C++, Java, Power BI, Cloud Computing",5,B.Tech,AWS Certified,Data Scientist,83441,2,1
343,Candidate_343,"Cloud Computing, SQL, Data Analysis, Python",10,M.Tech,Microsoft Azure,Data Scientist,76514,7,1
344,Candidate_344,"Java, SQL, Power BI",4,M.Sc,None,Data Scientist,60105,5,1
345,Candidate_345,"Java, Python, Power BI",5,M.Tech,AWS Certified,Software Engineer,88067,3,1
346,Candidate_346,"SQL, Cloud Computing, AWS, Java, Machine Learning",0,M.Tech,None,Data Analyst,66976,3,0
347,Candidate_347,"Deep Learning, Python, Cloud Computing, AWS",0,M.Tech,TensorFlow Certificate,Software Engineer,108477,9,1
348,Candidate_348,"Java, Deep Learning",5,B.Tech,AWS Certified,Data Scientist,31917,4,1
349,Candidate_349,"C++, Python, Data Analysis, SQL",10,B.Tech,AWS Certified,Cloud Engineer,77362,14,1
350,Candidate_350,"Power BI, Python, SQL",0,B.Tech,Microsoft Azure,Software Engineer,89383,5,1
351,Candidate_351,"SQL, Deep Learning, Machine Learning",9,M.Sc,Google Data Analytics,Software Engineer,117958,4,1
352,Candidate_352,"Power BI, SQL",9,M.Sc,Google Data Analytics,Data Analyst,69809,11,1
353,Candidate_353,"C++, Java, Python",7,M.Sc,Microsoft Azure,Data Scientist,64387,1,1
354,Candidate_354,"Deep Learning, Python, Cloud Computing",0,M.Tech,TensorFlow Certificate,Software Engineer,93076,14,1
355,Candidate_355,"SQL, Data Analysis",8,B.Tech,Microsoft Azure,ML Engineer,109767,0,1
356,Candidate_356,"SQL, Java, AWS, Machine Learning, Cloud Computing",5,B.Tech,Google Data Analytics,Software Engineer,66258,6,1
357,Candidate_357,"Data Analysis, Machine Learning, Deep Learning, Cloud Computing",0,MBA,AWS Certified,Data Analyst,42219,4,0
358,Candidate_358,"Java, C++, Machine Learning, Power BI",1,MBA,TensorFlow Certificate,ML Engineer,97444,13,1
359,Candidate_359,"Machine Learning, Power BI",7,MBA,Microsoft Azure,Software Engineer,100792,10,1
360,Candidate_360,"Cloud Computing, Machine Learning, AWS, Data Analysis",1,B.Sc,TensorFlow Certificate,Data Analyst,103698,11,1
361,Candidate_361,"Java, Python, Power BI, Data Analysis, Machine Learning",2,M.Tech,Microsoft Azure,Software Engineer,35415,0,1
362,Candidate_362,"Java, AWS, Python",5,MBA,AWS Certified,Data Analyst,35951,11,1
363,Candidate_363,"Cloud Computing, SQL",7,MBA,Google Data Analytics,Data Scientist,71832,10,1
364,Candidate_364,"Python, Machine Learning, SQL",4,B.Tech,Microsoft Azure,Cloud Engineer,60523,13,1
365,Candidate_365,"Cloud Computing, Machine Learning, Python, SQL",2,MBA,TensorFlow Certificate,Cloud Engineer,45524,4,1
366,Candidate_366,"Data Analysis, Power BI, Machine Learning, AWS",4,MBA,Google Data Analytics,Data Analyst,53930,2,1
367,Candidate_367,"Machine Learning, SQL",9,B.Tech,None,ML Engineer,50611,13,1
368,Candidate_368,"Power BI, AWS, Java, Python, C++",8,B.Tech,Google Data Analytics,Cloud Engineer,112985,12,1
369,Candidate_369,"Deep Learning, AWS",8,B.Sc,TensorFlow Certificate,Software Engineer,73303,1,1
370,Candidate_370,"Data Analysis, Machine Learning",7,M.Sc,None,Software Engineer,59287,6,1
371,Candidate_371,"Power BI, Machine Learning, Cloud Computing, Data Analysis",2,M.Sc,None,Data Scientist,102101,12,0
372,Candidate_372,"C++, Cloud Computing, Data Analysis",0,B.Tech,AWS Certified,Data Analyst,48574,6,1
373,Candidate_373,"SQL, Python, Data Analysis",0,B.Sc,None,Software Engineer,97728,8,1
374,Candidate_374,"Cloud Computing, SQL, Java, Power BI",0,M.Sc,Microsoft Azure,ML Engineer,75558,14,1
375,Candidate_375,"Power BI, Deep Learning, Python, Machine Learning, C++",1,M.Sc,AWS Certified,Software Engineer,66455,13,1
376,Candidate_376,"C++, Python, Data Analysis",7,M.Tech,None,ML Engineer,41302,2,1
377,Candidate_377,"Deep Learning, Python, Cloud Computing, Data Analysis, Machine Learning",2,B.Sc,TensorFlow Certificate,Cloud Engineer,84917,5,1
378,Candidate_378,"Python, C++, SQL, Data Analysis, Cloud Computing",2,M.Tech,Microsoft Azure,Data Analyst,113122,6,1
379,Candidate_379,"AWS, Python, Data Analysis, Java, Deep Learning",7,B.Tech,None,Data Analyst,117487,9,1
380,Candidate_380,"Cloud Computing, Java",3,M.Tech,AWS Certified,ML Engineer,101324,14,1
381,Candidate_381,"Java, Data Analysis, Power BI, Deep Learning, Cloud Computing",0,M.Tech,Microsoft Azure,Cloud Engineer,55053,3,0
382,Candidate_382,"Java, Data Analysis, SQL, C++, Deep Learning",6,M.Tech,None,Software Engineer,81356,10,1
383,Candidate_383,"Python, Data Analysis, Power BI",5,M.Sc,Google Data Analytics,ML Engineer,96656,8,1
384,Candidate_384,"Python, C++, Machine Learning",4,M.Sc,Google Data Analytics,Data Scientist,112870,10,1
385,Candidate_385,"Deep Learning, SQL, Cloud Computing, C++",0,M.Tech,Google Data Analytics,ML Engineer,97779,13,1
386,Candidate_386,"Power BI, Machine Learning",5,M.Sc,TensorFlow Certificate,Data Scientist,62265,1,1
387,Candidate_387,"AWS, Java",4,B.Sc,Google Data Analytics,ML Engineer,73872,10,1
388,Candidate_388,"Machine Learning, AWS, C++",5,B.Sc,None,Software Engineer,85180,5,1
389,Candidate_389,"Machine Learning, AWS, SQL",3,MBA,TensorFlow Certificate,Cloud Engineer,101895,12,1
390,Candidate_390,"Python, Cloud Computing, C++",3,B.Sc,AWS Certified,Software Engineer,50103,7,1
391,Candidate_391,"Data Analysis, Deep Learning, SQL",4,M.Tech,TensorFlow Certificate,Cloud Engineer,44382,12,1
392,Candidate_392,"AWS, Python, Java",3,M.Tech,AWS Certified,ML Engineer,33756,11,1
393,Candidate_393,"C++, Power BI, Python",1,MBA,Google Data Analytics,Data Analyst,46478,10,1
394,Candidate_394,"Deep Learning, Python, Cloud Computing, C++",2,MBA,TensorFlow Certificate,Cloud Engineer,105683,2,1
395,Candidate_395,"AWS, Cloud Computing, Machine Learning",3,B.Tech,Microsoft Azure,Cloud Engineer,101315,9,1
396,Candidate_396,"Deep Learning, Machine Learning, C++, Data Analysis",10,MBA,None,Cloud Engineer,44153,13,1
397,Candidate_397,"Machine Learning, Deep Learning, C++",7,M.Tech,TensorFlow Certificate,Data Scientist,42999,5,1
398,Candidate_398,"SQL, Cloud Computing",6,B.Sc,Google Data Analytics,Data Scientist,106077,14,1
399,Candidate_399,"Data Analysis, Java, Python, Cloud Computing, SQL",10,MBA,TensorFlow Certificate,Cloud Engineer,105993,11,1
400,Candidate_400,"AWS, Data Analysis, Power BI, Deep Learning",7,MBA,Google Data Analytics,Data Analyst,47368,13,1
401,Candidate_401,"C++, Data Analysis",0,M.Tech,Microsoft Azure,Software Engineer,57306,14,1
402,Candidate_402,"Data Analysis, SQL, AWS, Power BI, Python",3,B.Tech,AWS Certified,ML Engineer,94644,3,1
403,Candidate_403,"C++, AWS",7,M.Tech,Google Data Analytics,Software Engineer,30126,4,1
404,Candidate_404,"Data Analysis, SQL",9,MBA,Google Data Analytics,Cloud Engineer,95310,0,1
405,Candidate_405,"Data Analysis, Power BI, Machine Learning, AWS, Python",9,M.Sc,AWS Certified,Cloud Engineer,116066,8,1
406,Candidate_406,"SQL, Java",7,M.Sc,AWS Certified,Cloud Engineer,33797,8,1
407,Candidate_407,"C++, AWS, Cloud Computing",10,M.Tech,None,Software Engineer,64560,6,1
408,Candidate_408,"Java, Machine Learning, Python",4,B.Sc,AWS Certified,Data Analyst,31645,4,1
409,Candidate_409,"C++, Power BI, Cloud Computing",3,M.Tech,TensorFlow Certificate,Data Scientist,49256,5,1
410,Candidate_410,"SQL, Power BI, Python, C++, AWS",0,B.Sc,AWS Certified,Software Engineer,83173,14,1
411,Candidate_411,"SQL, C++, Cloud Computing, Machine Learning",6,B.Sc,Google Data Analytics,Data Scientist,93374,2,1
412,Candidate_412,"Cloud Computing, Java, Data Analysis",4,MBA,AWS Certified,Data Analyst,86264,14,1
413,Candidate_413,"Data Analysis, Java, Python",4,MBA,Microsoft Azure,Cloud Engineer,87545,8,1
414,Candidate_414,"SQL, Power BI, Machine Learning, C++",3,MBA,None,Data Analyst,43224,8,1
415,Candidate_415,"Machine Learning, Java, SQL",2,M.Tech,Google Data Analytics,Data Analyst,93731,14,1
416,Candidate_416,"Java, SQL, Deep Learning, Python, Power BI",8,B.Sc,TensorFlow Certificate,ML Engineer,103509,9,1
417,Candidate_417,"Machine Learning, AWS",1,B.Sc,Google Data Analytics,Data Scientist,38666,6,1
418,Candidate_418,"Python, C++, SQL, AWS, Machine Learning",1,B.Tech,Microsoft Azure,Data Analyst,66368,10,1
419,Candidate_419,"Cloud Computing, Power BI, AWS, Java",10,M.Tech,Microsoft Azure,ML Engineer,100507,10,1
420,Candidate_420,"Machine Learning, AWS, Python, Java",10,MBA,Microsoft Azure,ML Engineer,97526,2,1
421,Candidate_421,"Cloud Computing, Deep Learning",3,M.Sc,None,Data Analyst,49956,5,1
422,Candidate_422,"Power BI, Java, Machine Learning, Data Analysis, Python",7,B.Sc,Microsoft Azure,ML Engineer,67148,0,1
423,Candidate_423,"Deep Learning, AWS, Python, SQL",10,MBA,AWS Certified,Data Analyst,49097,5,1
424,Candidate_424,"Deep Learning, Java",1,M.Tech,Microsoft Azure,Data Analyst,57696,4,0
425,Candidate_425,"AWS, Data Analysis, Power BI",6,MBA,TensorFlow Certificate,Data Scientist,76163,0,1
426,Candidate_426,"Python, Deep Learning",8,B.Tech,Google Data Analytics,ML Engineer,82853,0,1
427,Candidate_427,"Power BI, SQL, Deep Learning",5,B.Tech,AWS Certified,Cloud Engineer,51566,11,1
428,Candidate_428,"Cloud Computing, Data Analysis, Java",7,MBA,None,Cloud Engineer,50806,0,0
429,Candidate_429,"Machine Learning, Power BI, Deep Learning, Data Analysis",0,MBA,AWS Certified,Data Analyst,71949,12,1
430,Candidate_430,"Cloud Computing, Data Analysis, Power BI, SQL, Deep Learning",6,B.Sc,TensorFlow Certificate,Data Analyst,54442,2,1
431,Candidate_431,"Machine Learning, Java",7,M.Tech,Microsoft Azure,Software Engineer,32079,2,1
432,Candidate_432,"Cloud Computing, AWS, Power BI, Deep Learning",0,M.Tech,TensorFlow Certificate,Data Analyst,72460,12,1
433,Candidate_433,"Deep Learning, Machine Learning, C++, Cloud Computing",7,MBA,Microsoft Azure,Data Scientist,48449,2,1
434,Candidate_434,"AWS, Data Analysis, Power BI, Machine Learning, C++",0,M.Sc,AWS Certified,Software Engineer,68258,13,1
435,Candidate_435,"AWS, SQL, Cloud Computing, Data Analysis",1,B.Sc,TensorFlow Certificate,Data Scientist,36645,1,0
436,Candidate_436,"Machine Learning, AWS",0,M.Sc,TensorFlow Certificate,Data Scientist,41485,1,0
437,Candidate_437,"SQL, Java",5,MBA,None,ML Engineer,95155,2,0
438,Candidate_438,"Cloud Computing, SQL, Deep Learning, Python, Data Analysis",0,M.Sc,Microsoft Azure,Software Engineer,42342,7,1
439,Candidate_439,"Cloud Computing, Machine Learning, SQL, AWS",6,B.Sc,Google Data Analytics,Software Engineer,108623,2,1
440,Candidate_440,"SQL, AWS, C++, Power BI, Java",9,MBA,Google Data Analytics,Data Analyst,105629,9,1
441,Candidate_441,"C++, Python",1,M.Sc,AWS Certified,Data Analyst,111974,11,1
442,Candidate_442,"Cloud Computing, Deep Learning, AWS, Power BI, Machine Learning",1,M.Sc,None,Cloud Engineer,111244,6,0
443,Candidate_443,"Deep Learning, Machine Learning",7,B.Sc,TensorFlow Certificate,ML Engineer,106534,0,1
444,Candidate_444,"SQL, Python, Cloud Computing",2,M.Sc,TensorFlow Certificate,Data Analyst,60678,7,1
445,Candidate_445,"C++, SQL, Java",10,B.Tech,None,ML Engineer,104055,14,1
446,Candidate_446,"Python, SQL, AWS",5,MBA,AWS Certified,Data Scientist,115230,8,1
447,Candidate_447,"C++, Machine Learning, Power BI, Data Analysis, AWS",4,B.Sc,TensorFlow Certificate,ML Engineer,69986,2,1
448,Candidate_448,"Machine Learning, Python, SQL",0,M.Sc,None,Software Engineer,109111,11,1
449,Candidate_449,"C++, AWS, Power BI, Data Analysis, Machine Learning",1,M.Tech,Google Data Analytics,Cloud Engineer,64911,2,0
450,Candidate_450,"SQL, Data Analysis",7,M.Tech,None,Software Engineer,105039,13,1
451,Candidate_451,"C++, Deep Learning, Python",7,MBA,Google Data Analytics,Cloud Engineer,114458,13,1
452,Candidate_452,"Python, Deep Learning, AWS, Power BI, Machine Learning",3,B.Tech,None,Cloud Engineer,116925,3,1
453,Candidate_453,"Deep Learning, Power BI, C++",6,B.Sc,None,Cloud Engineer,36150,1,0
454,Candidate_454,"Java, Cloud Computing, Power BI, SQL, Data Analysis",9,B.Tech,AWS Certified,Data Scientist,46032,6,1
455,Candidate_455,"C++, Power BI",6,M.Tech,TensorFlow Certificate,Data Analyst,83394,4,1
456,Candidate_456,"Cloud Computing, Java, Power BI",2,B.Sc,Google Data Analytics,Cloud Engineer,80460,3,0
457,Candidate_457,"Power BI, SQL",1,M.Sc,Google Data Analytics,Data Scientist,72880,1,0
458,Candidate_458,"SQL, Cloud Computing, Data Analysis, Power BI, Machine Learning",4,B.Sc,TensorFlow Certificate,Data Analyst,115514,3,1
459,Candidate_459,"Data Analysis, Deep Learning, Power BI, Cloud Computing, Machine Learning",9,M.Tech,AWS Certified,Data Analyst,106918,14,1
460,Candidate_460,"Python, Cloud Computing, Java",3,M.Sc,AWS Certified,ML Engineer,63572,4,1
461,Candidate_461,"Machine Learning, C++, SQL, Power BI",5,M.Sc,AWS Certified,Software Engineer,92516,13,1
462,Candidate_462,"SQL, Machine Learning, Power BI, C++",2,M.Tech,Google Data Analytics,Data Scientist,47771,3,0
463,Candidate_463,"Java, SQL, Machine Learning, C++",7,B.Sc,None,Software Engineer,78285,0,0
464,Candidate_464,"Power BI, Java, Cloud Computing, Python, C++",7,MBA,AWS Certified,ML Engineer,116143,10,1
465,Candidate_465,"Machine Learning, SQL, Deep Learning, C++",0,M.Sc,None,Software Engineer,65954,1,0
466,Candidate_466,"Java, Deep Learning, Machine Learning, Data Analysis",0,M.Sc,TensorFlow Certificate,Cloud Engineer,108344,13,1
467,Candidate_467,"C++, AWS",7,B.Sc,Microsoft Azure,Data Analyst,90774,1,1
468,Candidate_468,"Power BI, Data Analysis, Java, C++, Cloud Computing",8,M.Tech,TensorFlow Certificate,ML Engineer,47685,5,1
469,Candidate_469,"Cloud Computing, SQL",10,B.Sc,TensorFlow Certificate,Software Engineer,85961,13,1
470,Candidate_470,"AWS, Data Analysis, Machine Learning",9,B.Sc,TensorFlow Certificate,ML Engineer,106908,12,1
471,Candidate_471,"AWS, Power BI, Python, Machine Learning, Data Analysis",1,M.Tech,None,Data Analyst,104532,6,1
472,Candidate_472,"Data Analysis, Deep Learning, C++, Java, Cloud Computing",10,B.Sc,TensorFlow Certificate,Data Analyst,91268,5,1
473,Candidate_473,"Data Analysis, Cloud Computing, C++, Machine Learning",9,MBA,Microsoft Azure,ML Engineer,87384,3,1
474,Candidate_474,"C++, Java, SQL, Data Analysis, Deep Learning",5,M.Tech,TensorFlow Certificate,ML Engineer,69952,1,1
475,Candidate_475,"C++, Power BI, Java, Python, SQL",4,M.Tech,Google Data Analytics,ML Engineer,108411,8,1
476,Candidate_476,"Deep Learning, Java, Cloud Computing, SQL",6,B.Sc,Google Data Analytics,Data Analyst,70809,4,1
477,Candidate_477,"Power BI, Machine Learning, Data Analysis",5,B.Sc,TensorFlow Certificate,Software Engineer,81226,4,1
478,Candidate_478,"SQL, Python",8,M.Tech,Google Data Analytics,Data Scientist,112565,14,1
479,Candidate_479,"Cloud Computing, Java, Machine Learning, Deep Learning, Data Analysis",10,B.Sc,None,Software Engineer,76828,7,1
480,Candidate_480,"C++, Python, Java, Deep Learning",8,M.Tech,TensorFlow Certificate,Software Engineer,104182,4,1
481,Candidate_481,"Java, SQL, Machine Learning, Power BI",9,MBA,None,Data Analyst,41664,12,1
482,Candidate_482,"C++, Data Analysis, Java, AWS",9,M.Sc,TensorFlow Certificate,Data Scientist,119563,4,1
